Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea1,Lattitude,Longtitude,Regionname,Propertycount,Total Rooms,sum,Price2,CouncilArea,count
Box Hill,35 Barkly St,3,House,1760000,Property Sold,Noel,20/05/2017,13.1,3128,3,1,2,689,152,1920,Whitehorse ,-37.8262,145.1301,Eastern Metropolitan,4605,4,1,1760000,WHITEHORSE,1
Box Hill,11 Howard St,3,House,2080000,Property Sold,Buxton,22/04/2017,13.1,3128,3,2,2,693,158,1925,Whitehorse ,-37.8229,145.1217,Eastern Metropolitan,4605,5,1,2080000,WHITEHORSE,1
Braybrook,96 Duke St,2,House,610000,Property Sold,Barry,6/05/2017,10.8,3019,2,1,2,555,74,1950,Maribyrnong ,-37.7854,144.8463,Western Metropolitan,3589,3,1,610000,MARIBYRNONG,1
Braybrook,16 Menzies St,2,House,760000,Property Sold,Douglas,8/04/2017,10.8,3019,2,1,1,604,82,1950,Maribyrnong ,-37.782,144.8528,Western Metropolitan,3589,3,1,760000,MARIBYRNONG,1
Braybrook,13/25 Marnoo St,3,Townhouse,441700,Sold Prior to Auction,Barry,22/04/2017,10.8,3019,3,2,1,145,107,2003,Maribyrnong ,-37.7894,144.8463,Western Metropolitan,3589,5,1,441700,MARIBYRNONG,1
Braybrook,10 Sedge Cl,4,House,1000000,Property Sold,Nelson,22/04/2017,10.8,3019,4,3,2,475,319,2002,Maribyrnong ,-37.7759,144.8552,Western Metropolitan,3589,7,1,1000000,MARIBYRNONG,1
Brighton,33 Brickwood St,3,House,2575000,Property Sold,Marshall,8/04/2017,11.2,3186,3,2,2,517,195,1920,Bayside ,-37.894,144.9977,Southern Metropolitan,10579,5,1,2575000,BAYSIDE,1
Brighton,81 Carpenter St,4,Townhouse,2900000,Vender Bid,Kay,8/04/2017,11.2,3186,4,4,2,473,292,2013,Bayside ,-37.9104,144.9999,Southern Metropolitan,10579,8,1,2900000,BAYSIDE,1
Brighton,2 Normanby St,3,House,2225000,Passed In,Nick,8/04/2017,11.2,3186,3,2,2,0,167,1980,Bayside ,-37.911,144.9866,Southern Metropolitan,10579,5,1,2225000,BAYSIDE,1
Brighton,147 North Rd,2,Townhouse,975000,Passed In,Marshall,8/04/2017,11.2,3186,2,1,1,444,182,1915,Bayside ,-37.8993,145.0046,Southern Metropolitan,10579,3,1,975000,BAYSIDE,1
Brighton,24 North Rd,4,House,4225000,Property Sold,Biggin,8/04/2017,11.2,3186,4,2,2,920,333,1990,Bayside ,-37.8981,144.9902,Southern Metropolitan,10579,6,1,4225000,BAYSIDE,1
Brighton,8/20 Yuille St,3,Townhouse,2100000,Property Sold,Buxton,8/04/2017,11.2,3186,3,2,4,0,145,1970,Bayside ,-37.928,145.0002,Southern Metropolitan,10579,5,1,2100000,BAYSIDE,1
Brighton,38/568 New St,2,Unit,520000,Passed In,hockingstuart,13/05/2017,11.2,3186,2,1,1,1647,73,2004,Bayside ,-37.8847,144.9972,Southern Metropolitan,10579,3,1,520000,BAYSIDE,1
Brighton,3/1 Thomson St,4,House,2000000,Vender Bid,Kay,13/05/2017,11.2,3186,4,2,2,286,283,1999,Bayside ,-37.8981,145,Southern Metropolitan,10579,6,1,2000000,BAYSIDE,1
Brighton,56 Asling St,3,Townhouse,1990000,Property Sold,Buxton,22/04/2017,11.2,3186,3,2,2,0,189,1935,Bayside ,-37.901,145.0026,Southern Metropolitan,10579,5,1,1990000,BAYSIDE,1
Brighton,5 Blairgowrie Ct,3,House,3025000,Passed In,Biggin,22/04/2017,11.2,3186,3,2,4,649,195,1967,Bayside ,-37.9056,144.9893,Southern Metropolitan,10579,5,1,3025000,BAYSIDE,1
Brighton,3/12 Wellington St,3,Unit,1221000,Property Sold,Nick,22/04/2017,11.2,3186,3,2,2,0,109,1975,Bayside ,-37.9163,144.9901,Southern Metropolitan,10579,5,1,1221000,BAYSIDE,1
Brighton East,7 Billson St,5,House,2140000,Property Sold,Marshall,13/05/2017,10.7,3187,5,2,2,780,206,1950,Bayside ,-37.9173,145.0142,Southern Metropolitan,6938,7,1,2140000,BAYSIDE,1
Brighton East,40 Hodder St,3,House,1635000,Property Sold,Buxton,13/05/2017,10.7,3187,3,1,1,597,131,1925,Bayside ,-37.9064,145.0229,Southern Metropolitan,6938,4,1,1635000,BAYSIDE,1
Brighton East,7 Holmhurst Ct,4,Townhouse,1700000,Passed In,Hodges,29/04/2017,10.7,3187,4,3,2,312,118,1950,Bayside ,-37.9295,145.0144,Southern Metropolitan,6938,7,1,1700000,BAYSIDE,1
Brighton East,55 Milroy St,5,House,1900000,Passed In,Hodges,29/04/2017,10.7,3187,5,3,2,583,271,2009,Bayside ,-37.9057,145.0101,Southern Metropolitan,6938,8,1,1900000,BAYSIDE,1
Brighton East,7/36 Union St,3,Townhouse,972000,Property Sold,Gary,29/04/2017,10.7,3187,3,2,1,119,160,2000,Bayside ,-37.9084,145.0118,Southern Metropolitan,6938,5,1,972000,BAYSIDE,1
Brunswick,129 Glenlyon Rd,3,House,1652000,Property Sold,Jellis,6/05/2017,5.2,3056,3,1,2,506,196.8,1921,MERRI-BEK ,-37.7723,144.9694,Northern Metropolitan,11918,4,1,1652000,MERRI-BEK,1
Brunswick,3/15 Mitchell St,2,Unit,735000,Sold Prior to Auction,Walshe,6/05/2017,5.2,3056,2,1,2,173,77,1970,MERRI-BEK ,-37.7586,144.9653,Northern Metropolitan,11918,3,1,735000,MERRI-BEK,1
Brunswick,217 Victoria St,3,House,1210000,Property Sold,Woodards,6/05/2017,5.2,3056,3,1,0,282,112,1900,MERRI-BEK ,-37.7674,144.966,Northern Metropolitan,11918,4,1,1210000,MERRI-BEK,1
Brunswick,2/199 Barkly St,1,Unit,528000,Property Sold,Nelson,8/04/2017,5.2,3056,1,1,1,0,58,2010,MERRI-BEK ,-37.7767,144.9676,Northern Metropolitan,11918,2,1,528000,MERRI-BEK,1
Brunswick,10 Bennie St,3,House,1115000,Property Sold,Caine,8/04/2017,5.2,3056,3,1,1,249,116,1925,MERRI-BEK ,-37.7669,144.9664,Northern Metropolitan,11918,4,1,1115000,MERRI-BEK,1
Brunswick,2/15 De Carle St,2,Unit,320000,Property Sold,Ray,8/04/2017,5.2,3056,2,1,1,638,48,1970,MERRI-BEK ,-37.762,144.9647,Northern Metropolitan,11918,3,1,320000,MERRI-BEK,1
Brunswick,38 Edward St,3,House,1260000,Property Sold,Jellis,8/04/2017,5.2,3056,3,2,1,192,120,1910,MERRI-BEK ,-37.7743,144.9637,Northern Metropolitan,11918,5,1,1260000,MERRI-BEK,1
Brunswick,1/19 Manallack St,4,House,1210000,Sold Prior to Auction,Woodards,8/04/2017,5.2,3056,4,2,1,373,200,2009,MERRI-BEK ,-37.7733,144.9599,Northern Metropolitan,11918,6,1,1210000,MERRI-BEK,1
Brunswick,94 Davies St,4,House,1385000,Passed In,Jellis,13/05/2017,5.2,3056,4,2,4,650,173.45,1950,MERRI-BEK ,-37.7575,144.9716,Northern Metropolitan,11918,6,1,1385000,MERRI-BEK,1
Brunswick,25/5 Evans St,3,Townhouse,981000,Sold Prior to Auction,Nelson,13/05/2017,5.2,3056,3,2,1,122,140,2012,MERRI-BEK ,-37.7698,144.9661,Northern Metropolitan,11918,5,1,981000,MERRI-BEK,1
Brunswick,7/675 Park St,1,Unit,418000,Sold Prior to Auction,Harcourts,13/05/2017,5.2,3056,1,1,1,0,51,1970,MERRI-BEK ,-37.7783,144.9635,Northern Metropolitan,11918,2,1,418000,MERRI-BEK,1
Brunswick,7/200 Albion St,2,Unit,585000,Passed In,Jellis,20/05/2017,5.2,3056,2,1,1,430,258,2006,MERRI-BEK ,-37.7609,144.9623,Northern Metropolitan,11918,3,1,585000,MERRI-BEK,1
Brunswick,6/1 Heller St,4,House,1900000,Vender Bid,Nelson,20/05/2017,5.2,3056,4,3,2,0,212,2012,MERRI-BEK ,-37.775,144.9513,Northern Metropolitan,11918,7,1,1900000,MERRI-BEK,1
Brunswick,13 Goodman St,2,House,884000,Sold Prior to Auction,Jellis,22/04/2017,5.2,3056,2,1,0,148,75,1890,MERRI-BEK ,-37.7731,144.9568,Northern Metropolitan,11918,3,1,884000,MERRI-BEK,1
Brunswick,2/139 Union St,2,Unit,480000,Vender Bid,Brad,22/04/2017,5.2,3056,2,1,1,557,57,1960,MERRI-BEK ,-37.7732,144.951,Northern Metropolitan,11918,3,1,480000,MERRI-BEK,1
Brunswick East,164 Blyth St,4,House,1310000,Property Sold,Jellis,8/04/2017,4.5,3057,4,1,2,449,159,1930,MERRI-BEK ,-37.7671,144.9762,Northern Metropolitan,5533,5,1,1310000,MERRI-BEK,1
Brunswick East,22 Hickford St,2,House,1283000,Property Sold,Jellis,13/05/2017,4.5,3057,2,1,1,263,109,1910,MERRI-BEK ,-37.7661,144.9742,Northern Metropolitan,5533,3,1,1283000,MERRI-BEK,1
Brunswick East,5 Linden St,2,House,1015000,Property Sold,Nelson,13/05/2017,4.5,3057,2,1,0,137,67,1890,MERRI-BEK ,-37.7738,144.9733,Northern Metropolitan,5533,3,1,1015000,MERRI-BEK,1
Brunswick East,15/67 Nicholson St,2,Unit,435000,Sold Prior to Auction,Pagan,13/05/2017,4.5,3057,2,1,1,0,70,2011,MERRI-BEK ,-37.7755,144.9786,Northern Metropolitan,5533,3,1,435000,MERRI-BEK,1
Brunswick East,9/211 Weston St,2,Unit,835000,Sold Prior to Auction,Jellis,20/05/2017,4.5,3057,2,1,2,0,96,2005,MERRI-BEK ,-37.7761,144.975,Northern Metropolitan,5533,3,1,835000,MERRI-BEK,1
Brunswick East,7 Weigall St,3,House,1500000,Property Sold,Jellis,22/04/2017,4.5,3057,3,1,3,446,125,1940,MERRI-BEK ,-37.7682,144.9835,Northern Metropolitan,5533,4,1,1500000,MERRI-BEK,1
Brunswick West,1/5 Allard St,2,Unit,407500,Sold Prior to Auction,hockingstuart,6/05/2017,5.9,3055,2,1,1,1097,67,1970,MERRI-BEK ,-37.7686,144.9421,Northern Metropolitan,7082,3,1,407500,MERRI-BEK,1
Brunswick West,22 Henderson St,2,House,825000,Passed In,Nelson,6/05/2017,5.9,3055,2,1,0,207,77,1950,MERRI-BEK ,-37.7622,144.9406,Northern Metropolitan,7082,3,1,825000,MERRI-BEK,1
Brunswick West,1 McLean St,3,House,645000,Sold Prior to Auction,Nelson,6/05/2017,5.9,3055,3,3,1,131,109,2008,MERRI-BEK ,-37.7559,144.9378,Northern Metropolitan,7082,6,1,645000,MERRI-BEK,1
Brunswick West,63A Hunter St,3,House,1220000,Property Sold,Woodards,13/05/2017,5.9,3055,3,1,1,335,113,1940,MERRI-BEK ,-37.766,144.945,Northern Metropolitan,7082,4,1,1220000,MERRI-BEK,1
Brunswick West,10 Shamrock St,3,House,1100000,Vender Bid,Nelson,13/05/2017,5.9,3055,3,2,1,169,139,1900,MERRI-BEK ,-37.7585,144.9504,Northern Metropolitan,7082,5,1,1100000,MERRI-BEK,1
Brunswick West,2/31 Cumming St,3,Townhouse,670000,Passed In,Nelson,20/05/2017,5.9,3055,3,1,2,109,104,2010,MERRI-BEK ,-37.7609,144.9416,Northern Metropolitan,7082,4,1,670000,MERRI-BEK,1
Brunswick West,2/11 Howson St,2,Unit,640000,Property Sold,RW,20/05/2017,5.9,3055,2,1,1,559,57,1970,MERRI-BEK ,-37.7707,144.9488,Northern Metropolitan,7082,3,1,640000,MERRI-BEK,1
Brunswick West,4/17 Howson St,2,House,545000,Vender Bid,Jellis,29/04/2017,5.9,3055,2,1,1,0,59,1970,MERRI-BEK ,-37.7711,144.9487,Northern Metropolitan,7082,3,1,545000,MERRI-BEK,1
Brunswick West,141 Pearson St,4,House,1205000,Property Sold,Nelson,29/04/2017,5.9,3055,4,2,2,518,160,1980,MERRI-BEK ,-37.7606,144.9499,Northern Metropolitan,7082,6,1,1205000,MERRI-BEK,1
Bulleen,1/15 Allen St,3,Unit,860000,Property Sold,Jellis,6/05/2017,11.8,3105,3,1,1,0,110,1999,Manningham ,-37.7769,145.088,Eastern Metropolitan,4480,4,1,860000,MANNINGHAM,1
Bulleen,2/1 Colite St,2,Townhouse,599900,Property Sold,Barry,6/05/2017,11.8,3105,2,1,2,135,76,1970,Manningham ,-37.7787,145.0918,Eastern Metropolitan,4480,3,1,599900,MANNINGHAM,1
Bulleen,4/62 Manningham Rd,4,Townhouse,910000,Sold Prior to Auction,Barry,6/05/2017,11.8,3105,4,2,2,190,133,2000,Manningham ,-37.7664,145.0884,Eastern Metropolitan,4480,6,1,910000,MANNINGHAM,1
Bulleen,22 Russell St,3,House,1100000,Property Sold,Barry,8/04/2017,11.8,3105,3,2,3,709,143,1970,Manningham ,-37.7612,145.0968,Eastern Metropolitan,4480,5,1,1100000,MANNINGHAM,1
Bulleen,4 Robinson Gr,5,House,1730000,Property Sold,RT,13/05/2017,11.8,3105,5,4,4,564,185,1955,Manningham ,-37.7735,145.0936,Eastern Metropolitan,4480,9,1,1730000,MANNINGHAM,1
Burwood,24 Andrews St,6,House,1591000,Property Sold,Ray,6/05/2017,11.7,3125,6,2,2,665,209,1950,Monash ,-37.8493,145.1283,Southern Metropolitan,5678,8,1,1591000,MONASH,1
Burwood,1/24 Daniel St,3,Townhouse,975000,Vender Bid,Reed,8/04/2017,11.7,3125,3,2,2,267,150,2012,Monash ,-37.8463,145.1071,Southern Metropolitan,5678,5,1,975000,MONASH,1
Burwood,1/10 Gillard St,2,House,870000,Property Sold,Noel,13/05/2017,11.7,3125,2,1,1,271,160,,Monash ,-37.8512,145.1145,Southern Metropolitan,5678,3,1,870000,MONASH,1
Burwood,362 Burwood Hwy,2,House,1815000,Property Sold,Lindellas,20/05/2017,11.7,3125,1,1,1,698,196,1960,Monash ,-37.8518,145.1278,Southern Metropolitan,5678,2,1,1815000,MONASH,1
Burwood,37 Haig St,3,House,1590000,Sold Prior to Auction,Jellis,20/05/2017,11.7,3125,3,2,4,862,179.3,1950,Monash ,-37.8603,145.0979,Southern Metropolitan,5678,5,1,1590000,MONASH,1
Burwood,46 Cumming St,4,House,1601000,Property Sold,McGrath,29/04/2017,11.7,3125,4,2,1,863,165,1940,Monash ,-37.8539,145.1127,Southern Metropolitan,5678,6,1,1601000,MONASH,1
Burwood,19 Pearce St,5,House,1225000,Property Sold,Buxton,29/04/2017,11.7,3125,5,1,2,633,182,1960,Monash ,-37.8557,145.1285,Southern Metropolitan,5678,6,1,1225000,MONASH,1
Camberwell,114 Through Rd,3,House,1930000,Property Sold,Nelson,6/05/2017,7.8,3124,3,1,2,643,116,1920,Boroondara ,-37.8405,145.0924,Southern Metropolitan,8920,4,1,1930000,BOROONDARA,1
Camberwell,29 Mabel St,4,House,2216000,Property Sold,Fletchers,8/04/2017,7.8,3124,4,2,0,670,176,1930,Boroondara ,-37.8378,145.089,Southern Metropolitan,8920,6,1,2216000,BOROONDARA,1
Camberwell,21 Radnor St,4,House,2110000,Property Sold,Fletchers,8/04/2017,7.8,3124,4,1,3,572,150,1910,Boroondara ,-37.8411,145.062,Southern Metropolitan,8920,5,1,2110000,BOROONDARA,1
Camberwell,20 Crellin Gr,2,House,1900000,Property Sold,Noel,13/05/2017,7.8,3124,2,1,3,633,134.3,1960,Boroondara ,-37.8427,145.0824,Southern Metropolitan,8920,3,1,1900000,BOROONDARA,1
Camberwell,72 Hunter Rd,3,House,1620000,Property Sold,Jellis,13/05/2017,7.8,3124,3,2,2,575,155,2000,Boroondara ,-37.8378,145.0909,Southern Metropolitan,8920,5,1,1620000,BOROONDARA,1
Camberwell,6 Kingsley St,4,House,3550000,Property Sold,Marshall,13/05/2017,7.8,3124,4,2,1,790,251,1890,Boroondara ,-37.8269,145.0661,Southern Metropolitan,8920,6,1,3550000,BOROONDARA,1
Camberwell,21 Avenue Rd,3,House,1905000,Property Sold,Marshall,20/05/2017,7.8,3124,3,1,2,400,145,1890,Boroondara ,-37.8333,145.0616,Southern Metropolitan,8920,4,1,1905000,BOROONDARA,1
Camberwell,30 Moorhouse St,4,House,2990000,Property Sold,Marshall,20/05/2017,7.8,3124,4,2,2,742,280,1997,Boroondara ,-37.8284,145.0673,Southern Metropolitan,8920,6,1,2990000,BOROONDARA,1
Camberwell,1/16 Dower St,3,Unit,835000,Property Sold,Marshall,29/04/2017,7.8,3124,3,1,1,112,85,1960,Boroondara ,-37.8378,145.0949,Southern Metropolitan,8920,4,1,835000,BOROONDARA,1
Canterbury,49 Mangarra Rd,5,House,8000000,Vender Bid,Sotheby's,13/05/2017,9,3126,5,5,4,2079,464.3,1880,Boroondara ,-37.8179,145.0694,Southern Metropolitan,3265,10,1,8000000,BOROONDARA,1
Canterbury,17 View St,3,House,3725000,Property Sold,Marshall,13/05/2017,9,3126,3,2,2,857,250,,Boroondara ,-37.8203,145.0785,Southern Metropolitan,3265,5,1,3725000,BOROONDARA,1
Carlton North,235 Amess St,4,House,3450000,Property Sold,Nelson,13/05/2017,3.2,3054,4,2,1,515,203,1905,Melbourne ,-37.7817,144.9742,Northern Metropolitan,3106,6,1,3450000,MELBOURNE,1
Carlton North,72 Pigdon St,2,House,1290000,Property Sold,Nelson,13/05/2017,3.2,3054,2,1,0,119,76.77,,Melbourne ,-37.7822,144.9748,Northern Metropolitan,3106,3,1,1290000,MELBOURNE,1
Carnegie,2/60 Woornack Rd,2,Unit,635000,Property Sold,Noel,6/05/2017,11.4,3163,2,1,1,0,73,1980,Glen Eira ,-37.8981,145.0619,Southern Metropolitan,7822,3,1,635000,GLEN EIRA,1
Carnegie,3/9 Poplar Gr,1,Unit,305000,Property Sold,Woodards,8/04/2017,11.4,3163,1,1,1,0,46,1960,Glen Eira ,-37.8858,145.0632,Southern Metropolitan,7822,2,1,305000,GLEN EIRA,1
Carnegie,88A Truganini Rd,3,House,1200000,Passed In,hockingstuart,13/05/2017,11.4,3163,3,2,2,515,156,1930,Glen Eira ,-37.8924,145.0541,Southern Metropolitan,7822,5,1,1200000,GLEN EIRA,1
Carnegie,4/49 Coorigil Rd,3,Unit,945000,Property Sold,hockingstuart,20/05/2017,11.4,3163,3,1,2,1103,100,1987,Glen Eira ,-37.8958,145.0603,Southern Metropolitan,7822,4,1,945000,GLEN EIRA,1
Carnegie,26 Railway Rd,4,House,1667000,Property Sold,Ray,20/05/2017,11.4,3163,4,2,2,615,193,1920,Glen Eira ,-37.8928,145.0531,Southern Metropolitan,7822,6,1,1667000,GLEN EIRA,1
Carnegie,4/5 Gnarwyn Rd,1,Unit,330000,Property Sold,Ray,22/04/2017,11.4,3163,1,1,1,0,46,1960,Glen Eira ,-37.8944,145.0616,Southern Metropolitan,7822,2,1,330000,GLEN EIRA,1
Carnegie,1/4 Kokaribb Rd,3,Unit,577000,Property Sold,hockingstuart,29/04/2017,11.4,3163,3,1,1,0,84,1965,Glen Eira ,-37.8866,145.0561,Southern Metropolitan,7822,4,1,577000,GLEN EIRA,1
Caulfield North,8/54 Narong Rd,1,Unit,305000,Sold Prior to Auction,Gary,8/04/2017,8.1,3161,1,1,1,750,43,1965,Glen Eira ,-37.8678,145.0197,Southern Metropolitan,6923,2,1,305000,GLEN EIRA,1
Caulfield North,14/378 Dandenong Rd,2,Unit,742500,Property Sold,Gary,29/04/2017,8.1,3161,2,2,1,0,85,2011,Glen Eira ,-37.8607,145.0116,Southern Metropolitan,6923,4,1,742500,GLEN EIRA,1
Caulfield South,9/434 Kooyong Rd,2,Unit,630000,Property Sold,Biggin,20/05/2017,9.3,3162,2,1,1,0,71,2003,Glen Eira ,-37.8937,145.0137,Southern Metropolitan,5051,3,1,630000,GLEN EIRA,1
Caulfield South,131 Sycamore St,3,House,1350000,Property Sold,Biggin,20/05/2017,9.3,3162,3,2,1,305,129,1925,Glen Eira ,-37.8899,145.023,Southern Metropolitan,5051,5,1,1350000,GLEN EIRA,1
Caulfield South,3/178 Sycamore St,2,Unit,490000,Property Sold,hockingstuart,29/04/2017,9.3,3162,2,1,1,0,61,1960,Glen Eira ,-37.8906,145.0259,Southern Metropolitan,5051,3,1,490000,GLEN EIRA,1
Chadstone,4/6 Kelly St,3,Unit,701000,Passed In,Ray,8/04/2017,13.6,3148,3,2,2,235,112,2000,Monash ,-37.8856,145.0934,Southern Metropolitan,3582,5,1,701000,MONASH,1
Chadstone,1/29 Atkinson St,3,Townhouse,905000,Property Sold,Buxton,20/05/2017,13.6,3148,3,1,2,418,132,1955,Monash ,-37.886,145.096,Southern Metropolitan,3582,4,1,905000,MONASH,1
Chadstone,2/13 Batesford Rd,3,Unit,988000,Sold After Auction,Buxton,20/05/2017,13.6,3148,3,2,2,286,124,2008,Monash ,-37.8755,145.0954,Southern Metropolitan,3582,5,1,988000,MONASH,1
Chadstone,2/16 Westbrook St,3,Townhouse,820000,Vender Bid,hockingstuart,20/05/2017,13.6,3148,3,2,2,213,115,2012,Monash ,-37.8827,145.0942,Southern Metropolitan,3582,5,1,820000,MONASH,1
Clifton Hill,42 Grant St,3,House,1500000,Property Sold,Nelson,8/04/2017,3.4,3068,3,1,1,230,127,1900,Yarra ,-37.788,144.9967,Northern Metropolitan,2954,4,1,1500000,YARRA,1
Clifton Hill,15/14 The Esplanade,2,Unit,641000,Property Sold,Jellis,8/04/2017,3.4,3068,2,1,1,72,90,1980,Yarra ,-37.7881,145.0058,Northern Metropolitan,2954,3,1,641000,YARRA,1
Clifton Hill,15 Dally St,2,House,1250000,Property Sold,Jellis,13/05/2017,3.4,3068,2,1,0,158,95,1890,Yarra ,-37.7925,144.9995,Northern Metropolitan,2954,3,1,1250000,YARRA,1
Clifton Hill,487 Hoddle St,3,House,1652500,Property Sold,Nelson,13/05/2017,3.4,3068,3,1,0,276,170,1904,Yarra ,-37.7933,144.9938,Northern Metropolitan,2954,4,1,1652500,YARRA,1
Clifton Hill,14/14 The Esplanade,1,Unit,465000,Property Sold,Haughton,13/05/2017,3.4,3068,1,1,1,0,45,1970,Yarra ,-37.7881,145.0058,Northern Metropolitan,2954,2,1,465000,YARRA,1
Coburg,41a Rennie St,2,Unit,495000,Property Sold,Barry,6/05/2017,7.8,3058,2,1,0,388,69,1960,Darebin ,-37.7506,144.9694,Northern Metropolitan,11204,3,1,495000,DAREBIN,1
Coburg,65 Victoria St,2,House,930000,Property Sold,Raine,6/05/2017,7.8,3058,2,1,0,275,106.2,1920,Darebin ,-37.7424,144.9576,Northern Metropolitan,11204,3,1,930000,DAREBIN,1
Coburg,3/28 Kendall St,2,Townhouse,781000,Property Sold,hockingstuart,8/04/2017,7.8,3058,2,1,1,0,112.9,2014,Darebin ,-37.7422,144.9604,Northern Metropolitan,11204,3,1,781000,DAREBIN,1
Coburg,1/21 Queen St,2,House,677776,Sold Prior to Auction,Jellis,8/04/2017,7.8,3058,2,1,2,0,64,1980,Darebin ,-37.7519,144.9496,Northern Metropolitan,11204,3,1,677776,DAREBIN,1
Coburg,25 Beaumonde St,4,Townhouse,680000,Property Sold,Collins,13/05/2017,7.8,3058,4,2,1,3747,143,2006,Darebin ,-37.7551,144.9787,Northern Metropolitan,11204,6,1,680000,DAREBIN,1
Coburg,22/129 Harding St,3,Townhouse,824000,Property Sold,Barry,13/05/2017,7.8,3058,3,1,2,120,113.76,1990,Darebin ,-37.7462,144.9795,Northern Metropolitan,11204,4,1,824000,DAREBIN,1
Coburg,51 Gordon St,4,House,1500000,Vender Bid,Nelson,20/05/2017,7.8,3058,4,2,1,453,187,1910,Darebin ,-37.7503,144.9481,Northern Metropolitan,11204,6,1,1500000,DAREBIN,1
Coburg,34 Reynard St,4,House,1005000,Property Sold,Nelson,20/05/2017,7.8,3058,4,2,1,172,135,1900,Darebin ,-37.7483,144.9634,Northern Metropolitan,11204,6,1,1005000,DAREBIN,1
Coburg,19 Spring St,4,House,901000,Sold Prior to Auction,Ray,22/04/2017,7.8,3058,4,2,1,398,123,1950,Darebin ,-37.7364,144.9787,Northern Metropolitan,11204,6,1,901000,DAREBIN,1
Coburg,14 Alice St,3,House,990000,Property Sold,Barry,29/04/2017,7.8,3058,3,1,3,414,153.1,1930,Darebin ,-37.7432,144.9573,Northern Metropolitan,11204,4,1,990000,DAREBIN,1
Coburg,1 Balloan St,6,House,1455000,Property Sold,Brad,29/04/2017,7.8,3058,6,3,4,768,285,1997,Darebin ,-37.7397,144.9603,Northern Metropolitan,11204,9,1,1455000,DAREBIN,1
Coburg,3 Beckwith St,3,House,1250000,Property Sold,Nelson,29/04/2017,7.8,3058,3,2,2,500,148,1900,Darebin ,-37.7382,144.9653,Northern Metropolitan,11204,5,1,1250000,DAREBIN,1
Coburg,110 Bell St,3,House,710000,Property Sold,Barry,29/04/2017,7.8,3058,3,1,1,160,120,,Darebin ,-37.7411,144.9657,Northern Metropolitan,11204,4,1,710000,DAREBIN,1
Coburg,24 Florence St,5,House,1790000,Property Sold,Jellis,29/04/2017,7.8,3058,5,3,2,635,108,1920,Darebin ,-37.7516,144.9593,Northern Metropolitan,11204,8,1,1790000,DAREBIN,1
Coburg,4/34 Gladstone St,2,Unit,650000,Property Sold,Barry,29/04/2017,7.8,3058,2,1,1,136,81,1975,Darebin ,-37.7449,144.9754,Northern Metropolitan,11204,3,1,650000,DAREBIN,1
Coburg,69 Victoria St,3,Townhouse,720000,Passed In,C21,29/04/2017,7.8,3058,3,2,2,531,112,2016,Darebin ,-37.7424,144.9571,Northern Metropolitan,11204,5,1,720000,DAREBIN,1
Coburg,69 Victoria St,3,Townhouse,720000,Passed In,Century,29/04/2017,7.8,3058,3,2,2,531,112,2016,Darebin ,-37.7424,144.9571,Northern Metropolitan,11204,5,1,720000,DAREBIN,1
Collingwood,4/67 Easey St,2,Unit,535000,Property Sold,Nelson,6/05/2017,1.6,3066,2,1,1,0,63,1970,Yarra ,-37.7981,144.9883,Northern Metropolitan,4553,3,1,535000,YARRA,1
Collingwood,1/78 Oxford St,2,Townhouse,945000,Property Sold,Jellis,8/04/2017,1.6,3066,2,1,1,15900,98,1880,Yarra ,-37.8035,144.985,Northern Metropolitan,4553,3,1,945000,YARRA,1
Collingwood,71 Palmer St,2,House,888000,Property Sold,Ray,20/05/2017,1.6,3066,2,1,0,112,100,1900,Yarra ,-37.8001,144.9901,Northern Metropolitan,4553,3,1,888000,YARRA,1
Collingwood,2/18 Islington St,3,Unit,1000000,Sold Prior to Auction,Caine,22/04/2017,1.6,3066,3,2,2,0,148,2005,Yarra ,-37.8083,144.9908,Northern Metropolitan,4553,5,1,1000000,YARRA,1
Cremorne,27 Balmain St,3,House,1350000,Property Sold,Biggin,6/05/2017,2.5,3121,3,1,1,117,147,1900,Yarra ,-37.8298,144.9923,Northern Metropolitan,1123,4,1,1350000,YARRA,1
Doncaster,4 Ella Ct,4,House,1300000,Passed In,Ray,8/04/2017,13.9,3108,4,2,2,872,185,1970,Manningham ,-37.7906,145.1138,Eastern Metropolitan,9028,6,1,1300000,MANNINGHAM,1
Doncaster,8 Harcourt St,4,House,1400000,Passed In,Barry,8/04/2017,13.9,3108,4,2,2,664,150,1980,Manningham ,-37.7895,145.1116,Eastern Metropolitan,9028,6,1,1400000,MANNINGHAM,1
Doncaster,40 Wetherby Rd,4,House,1100000,Passed In,Barry,13/05/2017,13.9,3108,4,3,2,661,170,1965,Manningham ,-37.7905,145.1433,Eastern Metropolitan,9028,7,1,1100000,MANNINGHAM,1
Doncaster,9 Arthur St,3,House,1355000,Property Sold,Barry,29/04/2017,13.9,3108,3,1,1,814,120,1965,Manningham ,-37.7909,145.1309,Eastern Metropolitan,9028,4,1,1355000,MANNINGHAM,1
Essendon,59 McCracken St,5,House,2020000,Property Sold,Brad,8/04/2017,8,3040,5,3,3,900,40,,Moonee Valley ,-37.7485,144.9036,Western Metropolitan,9264,8,1,2020000,MOONEE VALLEY,1
